geolocation_zip_code_prefix,distance_km
2233,863.7966055952468
2209,864.5428835745054
2212,865.4727556238357
2288,859.0370201258371
2260,862.9396947097233
2234,863.8242045772139
2213,865.3582645862612
2202,865.2188796706023
2262,862.6476492815692
2216,865.6542459518322
2214,865.4206948136009
2268,862.5807544090455
2207,864.4892773772343
2239,863.9728225540227
2252,863.777528326998
2240,863.6369716821245
2231,864.0708921625635
2290,870.0948330735205
2284,863.1012134216079
2289,857.0974483691847
2286,856.2413415048736
2309,863.318290103031
2377,860.6125070688084
2371,861.2637726049816
2323,866.6246667188938
2311,862.3505946357825
2374,860.7732706181752
2316,861.8154447682367
2366,858.3308171943097
2321,860.3353590949224
2315,861.9325188139173
2330,863.9791548471807
2319,860.6077509689123
2312,861.9166156159864
2341,860.9303630425248
2334,863.9078641274939
2347,861.4843237757946
2365,857.9936151810458
2375,860.4028483814672
2372,861.002060525896
2367,857.6917926102739
2343,862.5068731840393
2306,860.6554422551321
2313,862.0995995259881
2305,863.6247949933214
2340,861.9877798991862
2360,859.1894138828923
2344,862.2746123299773
2348,861.2851628865086
2322,860.2887271878091
2356,860.2364090770312
2352,861.0015216846061
2358,859.8587341526217
2308,863.1873252498584
2318,861.0730261375303
2337,863.090001016583
2342,862.8568147883202
2355,860.6132356808847
2303,863.7450435548367
2363,858.9721314967617
2324,860.2322783605135
2373,860.8565142327886
2302,864.1253638109587
2350,861.2771516479922
2378,860.3483879219109
2317,861.3946813094983
2351,861.0998948429685
2301,864.2262895350823
2332,864.0073908546676
2376,860.8972162985829
2326,860.5839613699313
2335,863.8830092604887
2346,862.6743382602914
2362,880.8812644716224
2357,860.2781925945629
2329,860.6830777377946
2314,861.6361729541768
2310,862.8329944347515
2325,861.3172361427776
2354,860.8212195416623
2320,860.391526334711
2361,859.1796038842785
2338,862.7391661351829
2331,864.0797761161228
2333,862.6727599807112
2307,863.8691488768201
2349,861.6014154112374
2353,860.6505263285729
2336,863.4290760319267
2339,863.0376832184795
2368,855.2583447742969
2370,861.5044353932603
2328,859.141119704483
2359,859.6066126060734
2345,862.1731342040354
2327,860.1816122308771
2364,858.9110253671141
2304,863.8377743592999
2430,862.6306137321494
2402,864.4722724540774
2442,862.2278002877653
2409,862.8869284031937
2467,864.3281153254884
2422,862.0172936252434
2441,862.0774451025451
2452,865.0356205344934
2435,863.2393526206054
2464,863.9555247270503
2431,863.6600813059218
2478,862.6241258606887
2436,863.0001804910199
2473,862.6415998790544
2415,862.3074234327453
2468,863.9207735121146
2401,863.8804984614637
2419,862.7218151170241
2479,862.35113075553
2471,862.9006284212583
2417,863.0261719123478
2410,862.8049472409881
2420,862.6920819100487
2462,864.7581795478661
2461,864.5290678864949
2443,862.0818734481846
2403,864.6442998855985
2466,864.5063258634312
2404,864.2569523239599
2433,863.1504660676733
2406,864.1040476912357
2474,862.472281036654
2434,863.4814872274071
2407,863.8689653543173
2421,862.5341361196841
2472,862.3045786711909
2470,863.3363175836223
2460,864.2906083800535
2475,863.0365738326477
2416,863.1638175155113
2418,862.1531814434836
2413,863.6856053430305
2451,865.2285181105905
2465,864.1478721277545
2405,864.8093801558978
2469,863.5164689965745
2440,862.4123802922328
2408,863.4576519166296
2450,865.1892630465943
2411,862.6305481969489
2432,863.8344360951362
2463,864.0535519661136
2423,861.9232006276799
2565,863.2335548317249
2542,864.0074569182194
2522,865.2754138034815
2536,864.3435521421248
2566,862.8344773208369
2519,865.1671052328234
2513,866.3116188537527
2550,865.3426571307842
2556,864.6451351393492
2544,863.8102666582832
2543,863.1975205453168
2560,864.1487578527339
2517,865.4506740673827
2510,866.5036829461837
2518,865.7449022927376
2554,864.3906283915968
2539,864.515901544479
2530,865.0561829525069
2535,864.8657976890333
2537,864.2573152364072
2563,863.8232973808537
2561,863.8447395340728
2555,864.0595896183439
2564,863.2448504743132
2512,866.2206712016952
2534,864.5532783569861
2525,865.3779598596475
2562,863.1050430811683
2520,865.0980083174217
2557,864.5989596055504
2553,864.4578830402091
2546,865.664778019875
2516,865.9822721282037
2514,866.1905128421347
2552,864.7016970388169
2524,865.2298402201335
2540,863.9057626371851
2508,865.9034552269294
2558,864.366076978062
2545,864.1290301115596
2515,866.0031480508877
2531,865.278790080704
2526,865.5919601341691
2523,865.7931696549294
2541,863.4264316144951
2567,862.662502108313
2551,865.0276340659111
2521,865.2472060961906
2533,864.269858200825
2511,865.8455122817767
2559,863.9794194090226
2532,864.4328833856342
2538,864.8786588077437
2598,866.1155560047634
2577,863.2905543430032
2501,866.4975890451051
2610,862.1584019006647
2676,859.9360238494734
2612,861.7964457259998
2632,860.7767337081717
2673,861.0998430222701
2616,861.2912689007482
2615,861.8259704714096
2617,861.2325199498721
2613,861.8699870324315
2630,861.2399016692328
2618,861.3361864991348
2651,860.544798108462
2633,860.7646493899722
2675,860.1921286921131
2611,861.5698995302433
2652,860.0048254542745
2671,861.3749063372607
2650,860.7121024788369
2679,860.0117928267515
2674,860.3886380724391
2680,858.6277544399503
2636,860.294243184322
2649,860.6008114776585
2634,860.6811808202705
2672,860.82164590685
2614,861.8314477271587
2635,860.397152343277
2670,861.1268366150914
2678,859.8718347129243
2637,860.015964452542
2677,859.7856904924847
2631,860.5541375217247
2643,861.5532327644805
2653,859.8195065056035
2760,862.3676655770346
2712,865.1361748413038
2721,864.8295178982205
2739,862.8726453862232
2710,865.4879551538146
2730,864.0810561320395
2751,863.3960239761564
2765,862.0230059476042
2722,864.8370629320435
2752,864.068410323039
2758,863.1978937410097
2764,862.3744699829145
2724,864.444886382631
2755,863.3191307645767
2723,864.7229836725296
2720,864.7744947705253
2731,863.8283131293095
2726,864.5199601336745
2728,864.4705997759077
2757,863.0178620875047
2714,865.1651602750329
2735,863.6307941054694
2763,862.3493979693679
2736,863.3602095668334
2734,862.8351135591677
2762,862.7695062279806
2727,864.0562429349615
2733,863.982137685522
2732,864.2266243968792
2759,862.7444520224172
2725,864.4747161092918
2738,863.334640110069
2729,864.8178261666586
2715,865.0277321798384
2754,863.6193684797809
2737,863.0941534816129
2753,863.4501698003947
2756,862.8805899555816
2716,864.3745433036429
2717,863.7995268263284
2713,865.3545802639643
2701,865.2414393053074
2750,863.8179020311424
2855,859.2355974905232
2840,862.4403551575228
2874,859.7966685335549
2866,860.9969089655909
2801,862.9331935386107
2842,861.5502882199148
2879,858.9599123884514
2848,860.6748554701135
2809,861.256467320227
2814,859.5746451514706
2841,862.4454095096211
2878,859.0593736384952
2871,860.5830533666837
2881,861.0919065148644
2815,857.9750312422751
2859,857.948567399697
2820,858.0937086643384
2834,861.7460498375049
2861,861.2502283725321
2811,861.423879934439
2882,861.4781446772056
2804,862.5532957449044
2865,861.8223001873474
2835,861.3072614523282
2837,860.3857508992216
2847,861.0407060924086
2839,861.9898054911837
2850,860.1680535119419
2831,861.4235329535604
2812,859.2558852976022
2813,858.7471419172311
2873,859.9868900442551
2863,861.8576036659812
2849,860.4802610038802
2860,857.1502642592312
2846,860.4859209126522
2877,859.3567704426732
2856,859.1575185897558
2883,857.4282481133259
2816,859.9044207245556
2845,860.9393199549537
2867,861.3472448551976
2810,859.2036018942728
2802,863.0755424069084
2817,860.1023738305031
2806,861.2415246723178
2862,862.0119627265578
2870,860.1728177443374
2805,861.7967130809902
2880,861.035152908319
2864,861.4191114636537
2875,860.2234922038103
2851,859.8383925796041
2872,860.6947534757866
2853,859.5257378368583
2844,861.4197079977666
2803,862.9105652454812
2854,859.4258266279237
2808,860.6248161592162
2807,861.01411145978
2858,858.4949764996679
2832,862.5610483379978
2836,861.2379216160057
2857,890.7594519395632
2833,862.0057752687949
2888,860.9210077434245
2829,863.6696800278171
2876,865.1564828416635
2992,858.2921415955336
2960,863.4590045383537
2976,861.5844821670564
2987,856.6856341209291
2995,856.8625182478945
2996,857.9234706893782
2952,860.6715712433215
2921,862.6591935827001
2917,863.7348640695037
2969,862.5092772393834
2935,862.8015884623657
2991,856.6565206997973
2951,860.9151132846546
2914,864.5104878786673
2989,856.2386154060886
2945,861.805588055037
2998,857.4025336850084
2957,860.5194200663271
2920,862.9122214800641
2936,862.3514130643558
2977,860.936871411266
2932,862.6624000944466
2910,865.0693460139091
2919,863.2025382869627
2962,863.0922489478969
2975,861.7064223377829
2929,863.1572763734341
2965,862.3130917185316
2927,863.930463514187
2918,863.7541006583544
2942,861.2808235672824
2984,857.9763455641836
2964,862.4900417392248
2913,864.1988494381787
2937,862.1471531775716
2950,861.7388441520612
2966,860.8476118832812
2912,864.8069119567604
2986,856.8227603933047
2930,863.2775031575807
2968,861.6325869913541
2961,863.3603865502404
2983,858.5348022708149
2990,856.3843167545447
2911,864.692017122611
2982,859.2281315976093
2967,862.0657303566508
2941,861.6393662787385
2926,864.2255842852852
2993,858.7558011632789
2939,860.6949682429486
2928,863.4819075676219
2915,862.7284352642545
2943,861.2910971947084
2933,863.4461625616719
2940,861.6813553676498
2931,863.9142169973711
2972,861.9198692196926
2925,864.5712557338954
2934,863.0298625601308
2956,860.7606184551032
2963,862.6576270887502
2985,857.5321244105958
2978,861.2851072097711
2938,862.202503147583
2944,861.197007681582
2916,862.6487586102544
2924,863.5068027203375
2959,863.2038501935065
2979,861.5807189939732
2997,873.4307153825117
2994,859.077792733492
2970,861.9546096835077
2955,860.4755503662299
2971,862.4216260612704
2981,859.6457219841799
2909,865.0489218312395
2908,864.4686703056606
2988,875.511015573768
3088,869.5157333589123
3012,870.0578489605598
3080,869.8222006276945
3084,870.1626150311654
3060,870.2847341524858
3025,869.5279142782526
3081,870.324992133692
3023,869.1104213806639
3021,868.8309759086085
3018,869.1092672678255
3090,869.8744265674703
3043,871.0159453508061
3029,868.6737782678546
3071,870.1987348780631
3064,869.9794172455809
3057,870.6369709852584
3053,870.2458346291958
3089,869.7720717516959
3015,870.0369381888588
3066,870.3017199646389
3009,869.5414754646883
3065,870.2005822993268
3077,869.4556132540432
3041,870.8370492872117
3059,870.631150458703
3020,869.7887262543907
3062,870.6295495886078
3063,869.9481471821152
3052,870.232350367538
3061,870.6058541879596
3086,869.5389785609625
3034,868.2058987643153
3022,868.572777819034
3058,870.3617416943378
3087,869.7691396666293
3073,870.0365585810247
3003,870.3801651653409
3024,869.5107839978664
3004,870.2300723591474
3030,868.5915814928613
3045,870.2081277384391
3069,870.3999986007109
3001,870.1611062377938
3047,870.1733693106653
3006,870.1928624376102
3035,868.2861925642015
3067,870.6157618553498
3019,868.3904414981365
3040,871.0416246004808
3027,869.0358197008856
3011,869.4096813650277
3050,870.2903121055981
3085,870.0744544939537
3008,870.1525681547575
3042,870.755177889099
3016,869.6942218010245
3013,869.1626707288755
3070,870.6050619294615
3002,870.5964721127153
3031,868.6461282078415
3051,870.3036012060222
3068,870.5192616197555
3072,870.3717260886631
3010,869.6331742334556
3014,870.0283308789902
3028,868.6373050511924
3054,870.3693335808272
3033,868.5766722528518
3055,870.6703278576008
3005,870.1444006539875
3017,869.1850088060696
3032,868.9787359420128
3026,868.650475470975
3007,869.9626144717822
3076,870.3102952510097
3044,871.1764183829765
3036,867.710473245378
3046,870.3691174502605
3074,869.3978912501153
3165,872.9712414273415
3166,871.4550313363153
3174,871.1536941966056
3161,875.335630627001
3114,873.1124685719909
3105,871.3840468816669
3183,872.3969821508408
3111,872.120730875733
3181,872.6126048714523
3146,876.8250621258812
3193,874.4750811076397
3112,872.0398125227337
3150,875.1849922242753
3134,875.468088719797
3186,873.5059091321677
3168,872.1889696956215
3125,874.3826321657614
3124,873.4153065784066
3184,873.0260307508817
3132,875.201331633923
3136,874.652913269325
3156,875.3653312359661
3133,876.8329267997093
3116,873.4426855271714
3131,874.8734067886302
3164,870.855814188191
3191,873.8908373813347
3189,873.7623505154138
3152,876.4056616747525
3153,876.8823941489936
3113,872.3835991420668
3182,872.5388295655769
3121,872.598004902699
3115,873.9673357497019
3175,871.7274127093607
3122,873.6049362471732
3149,874.257280679732
3171,871.7276530396716
3179,872.1014641231071
3167,871.9630573286169
3106,871.9330947360924
3190,873.4195653832198
3176,871.4760409757554
3127,874.514657204627
3120,872.4351886390372
3188,873.2644313606909
3169,871.4769833307121
3118,872.5618110124669
3192,873.9534824621659
3185,873.0760827755333
3119,873.2106577887199
3147,876.9880008641455
3138,875.7494525051743
3170,871.3877310518794
3141,876.203442733127
3158,874.9332357989591
3187,873.4430916436567
3110,871.9495781005812
3195,873.6612167684863
3128,874.5977706810828
3137,875.1136681194283
3126,874.8290134222956
3103,871.5937277668841
3159,875.0712807689533
3129,874.5811420788261
3180,872.7814346100499
3102,871.218855458214
3101,871.5465040067328
3178,872.0615235522761
3145,876.2688970974857
3143,875.9405742370182
3104,871.3602623543533
3117,872.6469521721008
3139,875.6455680077937
3154,875.509352078768
3109,874.247336591762
3144,876.5323130075498
3123,873.3840565354551
3142,876.2436454606354
3155,875.4074247412427
3107,872.783030022006
3163,870.9845183075183
3160,875.0761308329179
3172,871.3135279347276
3157,874.8034293615849
3162,871.3853131217978
3177,871.5279213301342
3151,875.1306065993294
3140,875.7843910880241
3108,872.6834565242884
3135,874.4983258852017
3173,872.4146245065567
3130,874.8979064481891
3194,873.7304911846934
3226,876.7319363076372
3227,875.5268834394212
3280,876.1635226765292
3275,876.3859493718304
3257,878.7701234762247
3250,878.4914289679086
3222,876.0494682548245
3282,876.7970449636684
3201,877.2310317489762
3284,876.3794815926682
3205,877.4051527582694
3268,877.8754441475077
3236,877.0211360207949
3283,876.2946830341738
3288,877.0233265141696
3276,875.4008521678915
3279,876.159919675704
3251,879.1370993763153
3221,876.9376888072084
3210,877.8762607242614
3263,876.6262165629896
3220,876.622393852336
3239,877.1349538270798
3238,876.82067398055
3225,875.8009852523111
3295,876.0662381374008
3262,876.4479698085981
3269,878.1916627447177
3281,876.0302845727772
3202,876.9975105110921
3294,875.5976173194086
3211,877.9094784184026
3265,877.1833036839471
3289,877.3749057252859
3270,878.3831867512472
3260,878.6118001658956
3208,871.1085364298976
3264,876.4117444025925
3261,875.9912916360939
3203,877.1827227784153
3213,878.176174916461
3215,878.5495563759678
3254,878.587137264254
3273,875.1321078186496
3255,878.4765542187582
3237,877.1159131017241
3241,877.7283878774489
3274,874.993337829658
3214,878.4216430190296
3249,878.0596474671554
3224,876.8610242392798
3256,879.1777823653123
3286,877.2252821609447
3278,875.6978050903448
3267,878.0654240966419
3277,875.9731790707477
3245,878.6195538697327
3243,877.6913576786783
3206,877.3585876730667
3204,877.3324537890118
3266,877.7526373201488
3209,877.2095005998465
3223,876.620316398613
3242,877.5173456173942
3244,878.4938811769948
3253,878.6517581804319
3287,877.40244573911
3271,878.330928081214
3216,878.3081246052565
3272,878.4799248704417
3212,878.004839190611
3240,877.493592522739
3252,878.7888199783122
3259,878.4691941831858
3258,879.00961144977
3207,877.6879938405554
3231,881.4059782145356
3350,874.2800662654012
3318,871.3098521224625
3343,872.9379005164623
3375,874.6175050437656
3345,874.5656178261905
3355,873.0180562029171
3314,870.9559039664399
3322,871.8025612850581
3313,871.0382901358925
3311,870.9505569778471
3351,874.2228361189991
3309,871.4620777844716
3312,872.0999705565596
3344,873.51066563815
3382,875.8212543342028
3388,876.8649206698701
3310,871.8779199791699
3324,871.9936140699582
3316,871.1591198911018
3362,873.9717055297835
3374,876.0330129729532
3363,873.592927847611
3317,871.1468353886959
3386,876.2547509283906
3323,871.2392887816565
3347,873.3552124504844
3335,872.8927418545887
3332,871.9811713134028
3319,871.3926127132302
3383,875.9259459158418
3385,876.4170929007889
3325,872.2248863902875
3336,872.3351297291744
3330,871.079547675035
3304,871.1545656964356
3360,874.3415028331484
3333,872.6023216274091
3308,870.7739934970369
3346,872.8755826139555
3337,872.6069701113686
3315,871.0383689915967
3376,874.9948959914482
3366,874.1572926184394
3359,874.0318443452326
3303,870.9948898509682
3348,873.7795362933774
3384,875.8117450477808
3356,874.2279776070172
3361,875.5985191069514
3371,874.5116247343524
3334,872.2831204812537
3372,874.5006184845191
3387,876.4828526055041
3379,875.225722785013
3320,871.5581683922636
3331,871.0912546479013
3377,875.0939824445836
3378,875.0883260244418
3307,871.4182568644934
3342,873.2240797638756
3340,874.3984426284201
3358,874.0581204527001
3321,871.6753971147853
3390,877.2333781838942
3357,873.5336258293612
3349,873.6962307157409
3380,875.0823961092666
3365,874.5464850867638
3370,874.0214394515709
3306,870.9177609597454
3305,871.3693337820076
3364,874.2997728303716
3367,874.6375193120039
3381,875.822932666265
3373,875.0652662128447
3389,876.7487735298073
3302,870.9145816187711
3338,873.1475212333859
3301,870.8944105547093
3423,872.1321105858916
3416,873.2247480783072
3405,870.9868632349688
3475,875.1389225906814
3448,873.0605516594851
3421,872.4609369771146
3442,871.7645873576749
3412,872.789495834363
3477,874.7680454977606
3454,874.2124289671494
3445,872.5300175857393
3460,874.047627140936
3414,873.4816211976452
3446,872.8925471303864
3476,875.1532328999899
3425,873.109470553076
3428,872.9835900983734
3451,873.663186471838
3426,872.9265915609554
3436,873.3391088426775
3437,873.6023894885889
3422,873.3953522040008
3406,871.4153289749088
3452,874.3463285788207
3479,875.5359979449585
3401,871.2194385627929
3449,873.2888617108871
3435,873.0286905914259
